atc_level_01_code,atc_level_01_name,atc_level_02_code,atc_level_02_name,atc_level_03_code,atc_level_03_name,atc_level_04_code,atc_level_04_name,atc_level_04_note,atc_level_05_code,atc_level_05_name,atc_level_05_note,DDD_O,DDD_oral_aerosol,DDD_P,DDD_R,DDD_SL,DDD_TD,unit_O,unit_oral_aerosol,unit_P,unit_R,unit_SL,unit_TD
C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01C,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01CA,Adrenergic and dopaminergic agents,This group includes various drugs used on different indications.  The DDDs are therefore established individually for each substance (i.e. each ATC 5th level).,C01CA24,epinephrine,NA,NA,NA,0.5,NA,NA,NA,NA,NA,mg,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01C,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01CA,Adrenergic and dopaminergic agents,This group includes various drugs used on different indications.  The DDDs are therefore established individually for each substance (i.e. each ATC 5th level).,C01CA25,amezinium metilsulfate,NA,30,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01C,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01CA,Adrenergic and dopaminergic agents,This group includes various drugs used on different indications.  The DDDs are therefore established individually for each substance (i.e. each ATC 5th level).,C01CA26,ephedrine,NA,NA,NA,50,NA,NA,NA,NA,NA,mg,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01C,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01CA,Adrenergic and dopaminergic agents,This group includes various drugs used on different indications.  The DDDs are therefore established individually for each substance (i.e. each ATC 5th level).,C01CA27,droxidopa,NA,1,NA,NA,NA,NA,NA,g,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01C,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01CA,Adrenergic and dopaminergic agents,This group includes various drugs used on different indications.  The DDDs are therefore established individually for each substance (i.e. each ATC 5th level).,C01CA28,centhaquine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01C,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01CA,Adrenergic and dopaminergic agents,This group includes various drugs used on different indications.  The DDDs are therefore established individually for each substance (i.e. each ATC 5th level).,C01CA30,combinations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01C,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01CA,Adrenergic and dopaminergic agents,This group includes various drugs used on different indications.  The DDDs are therefore established individually for each substance (i.e. each ATC 5th level).,C01CA51,"etilefrine, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01C,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01CE,Phosphodiesterase inhibitors,This group includes various drugs used on different indications.  The DDDs are therefore established individually for each substance (i.e. each ATC 5th level).,C01CE01,amrinone,NA,NA,NA,0.5,NA,NA,NA,NA,NA,g,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01C,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01CE,Phosphodiesterase inhibitors,This group includes various drugs used on different indications.  The DDDs are therefore established individually for each substance (i.e. each ATC 5th level).,C01CE02,milrinone,NA,NA,NA,50,NA,NA,NA,NA,NA,mg,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01C,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01CE,Phosphodiesterase inhibitors,This group includes various drugs used on different indications.  The DDDs are therefore established individually for each substance (i.e. each ATC 5th level).,C01CE03,enoximone,NA,NA,NA,1,NA,NA,NA,NA,NA,g,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01C,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01CE,Phosphodiesterase inhibitors,This group includes various drugs used on different indications.  The DDDs are therefore established individually for each substance (i.e. each ATC 5th level).,C01CE04,bucladesine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01C,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01CX,Other cardiac stimulants,This group includes various drugs used on different indications.  The DDDs are therefore established individually for each substance (i.e. each ATC 5th level).,C01CX06,angiotensinamide,NA,NA,NA,5,NA,NA,NA,NA,NA,mg,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01C,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01CX,Other cardiac stimulants,This group includes various drugs used on different indications.  The DDDs are therefore established individually for each substance (i.e. each ATC 5th level).,C01CX07,xamoterol,NA,0.4,NA,NA,NA,NA,NA,g,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01C,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01CX,Other cardiac stimulants,This group includes various drugs used on different indications.  The DDDs are therefore established individually for each substance (i.e. each ATC 5th level).,C01CX08,levosimendan,NA,NA,NA,11,NA,NA,NA,NA,NA,mg,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01C,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01CX,Other cardiac stimulants,This group includes various drugs used on different indications.  The DDDs are therefore established individually for each substance (i.e. each ATC 5th level).,C01CX09,angiotensin II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01C,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01CX,Other cardiac stimulants,This group includes various drugs used on different indications.  The DDDs are therefore established individually for each substance (i.e. each ATC 5th level).,C01CX10,omecamtiv mecarbil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01D,VASODILATORS USED IN CARDIAC DISEASES,C01DA,Organic nitrates,"The DDDs for the nitrates are mainly based on the treatment of angina pectoris attacks (3-4 times daily).  The DDDs of preparations for oral and transdermal administration are higher than the DDDs for other routes of administration (e.g. sublingual) due to a lower bioavailability.The DDDs for some preparations are mainly based on prophylaxis, for instance the DDDs of isosorbide dinitrate and glyceryl trinitrate plaster.No DDDs are established for parenteral preparations due to great differences in the dosages used.",C01DA02,glyceryl trinitrate,NA,5,2.5,NA,NA,2.5,5,mg,mg,NA,NA,mg,mg
C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01D,VASODILATORS USED IN CARDIAC DISEASES,C01DA,Organic nitrates,"The DDDs for the nitrates are mainly based on the treatment of angina pectoris attacks (3-4 times daily).  The DDDs of preparations for oral and transdermal administration are higher than the DDDs for other routes of administration (e.g. sublingual) due to a lower bioavailability.The DDDs for some preparations are mainly based on prophylaxis, for instance the DDDs of isosorbide dinitrate and glyceryl trinitrate plaster.No DDDs are established for parenteral preparations due to great differences in the dosages used.",C01DA04,methylpropylpropanediol dinitrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01D,VASODILATORS USED IN CARDIAC DISEASES,C01DA,Organic nitrates,"The DDDs for the nitrates are mainly based on the treatment of angina pectoris attacks (3-4 times daily).  The DDDs of preparations for oral and transdermal administration are higher than the DDDs for other routes of administration (e.g. sublingual) due to a lower bioavailability.The DDDs for some preparations are mainly based on prophylaxis, for instance the DDDs of isosorbide dinitrate and glyceryl trinitrate plaster.No DDDs are established for parenteral preparations due to great differences in the dosages used.",C01DA05,pentaerithrityl tetranitrate,NA,0.12,NA,NA,NA,NA,NA,g,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01D,VASODILATORS USED IN CARDIAC DISEASES,C01DA,Organic nitrates,"The DDDs for the nitrates are mainly based on the treatment of angina pectoris attacks (3-4 times daily).  The DDDs of preparations for oral and transdermal administration are higher than the DDDs for other routes of administration (e.g. sublingual) due to a lower bioavailability.The DDDs for some preparations are mainly based on prophylaxis, for instance the DDDs of isosorbide dinitrate and glyceryl trinitrate plaster.No DDDs are established for parenteral preparations due to great differences in the dosages used.",C01DA07,propatylnitrate,NA,30,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01D,VASODILATORS USED IN CARDIAC DISEASES,C01DA,Organic nitrates,"The DDDs for the nitrates are mainly based on the treatment of angina pectoris attacks (3-4 times daily).  The DDDs of preparations for oral and transdermal administration are higher than the DDDs for other routes of administration (e.g. sublingual) due to a lower bioavailability.The DDDs for some preparations are mainly based on prophylaxis, for instance the DDDs of isosorbide dinitrate and glyceryl trinitrate plaster.No DDDs are established for parenteral preparations due to great differences in the dosages used.",C01DA08,isosorbide dinitrate,NA,60,20,NA,NA,20,0.1,mg,mg,NA,NA,mg,g
C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01D,VASODILATORS USED IN CARDIAC DISEASES,C01DA,Organic nitrates,"The DDDs for the nitrates are mainly based on the treatment of angina pectoris attacks (3-4 times daily).  The DDDs of preparations for oral and transdermal administration are higher than the DDDs for other routes of administration (e.g. sublingual) due to a lower bioavailability.The DDDs for some preparations are mainly based on prophylaxis, for instance the DDDs of isosorbide dinitrate and glyceryl trinitrate plaster.No DDDs are established for parenteral preparations due to great differences in the dosages used.",C01DA09,trolnitrate,NA,20,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01D,VASODILATORS USED IN CARDIAC DISEASES,C01DA,Organic nitrates,"The DDDs for the nitrates are mainly based on the treatment of angina pectoris attacks (3-4 times daily).  The DDDs of preparations for oral and transdermal administration are higher than the DDDs for other routes of administration (e.g. sublingual) due to a lower bioavailability.The DDDs for some preparations are mainly based on prophylaxis, for instance the DDDs of isosorbide dinitrate and glyceryl trinitrate plaster.No DDDs are established for parenteral preparations due to great differences in the dosages used.",C01DA13,eritrityl tetranitrate,NA,90,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01D,VASODILATORS USED IN CARDIAC DISEASES,C01DA,Organic nitrates,"The DDDs for the nitrates are mainly based on the treatment of angina pectoris attacks (3-4 times daily).  The DDDs of preparations for oral and transdermal administration are higher than the DDDs for other routes of administration (e.g. sublingual) due to a lower bioavailability.The DDDs for some preparations are mainly based on prophylaxis, for instance the DDDs of isosorbide dinitrate and glyceryl trinitrate plaster.No DDDs are established for parenteral preparations due to great differences in the dosages used.",C01DA14,isosorbide mononitrate,NA,40,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01D,VASODILATORS USED IN CARDIAC DISEASES,C01DA,Organic nitrates,"The DDDs for the nitrates are mainly based on the treatment of angina pectoris attacks (3-4 times daily).  The DDDs of preparations for oral and transdermal administration are higher than the DDDs for other routes of administration (e.g. sublingual) due to a lower bioavailability.The DDDs for some preparations are mainly based on prophylaxis, for instance the DDDs of isosorbide dinitrate and glyceryl trinitrate plaster.No DDDs are established for parenteral preparations due to great differences in the dosages used.",C01DA20,organic nitrates in combination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01D,VASODILATORS USED IN CARDIAC DISEASES,C01DA,Organic nitrates,"The DDDs for the nitrates are mainly based on the treatment of angina pectoris attacks (3-4 times daily).  The DDDs of preparations for oral and transdermal administration are higher than the DDDs for other routes of administration (e.g. sublingual) due to a lower bioavailability.The DDDs for some preparations are mainly based on prophylaxis, for instance the DDDs of isosorbide dinitrate and glyceryl trinitrate plaster.No DDDs are established for parenteral preparations due to great differences in the dosages used.",C01DA38,tenitramine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01D,VASODILATORS USED IN CARDIAC DISEASES,C01DA,Organic nitrates,"The DDDs for the nitrates are mainly based on the treatment of angina pectoris attacks (3-4 times daily).  The DDDs of preparations for oral and transdermal administration are higher than the DDDs for other routes of administration (e.g. sublingual) due to a lower bioavailability.The DDDs for some preparations are mainly based on prophylaxis, for instance the DDDs of isosorbide dinitrate and glyceryl trinitrate plaster.No DDDs are established for parenteral preparations due to great differences in the dosages used.",C01DA52,"glyceryl trinitrate, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01D,VASODILATORS USED IN CARDIAC DISEASES,C01DA,Organic nitrates,"The DDDs for the nitrates are mainly based on the treatment of angina pectoris attacks (3-4 times daily).  The DDDs of preparations for oral and transdermal administration are higher than the DDDs for other routes of administration (e.g. sublingual) due to a lower bioavailability.The DDDs for some preparations are mainly based on prophylaxis, for instance the DDDs of isosorbide dinitrate and glyceryl trinitrate plaster.No DDDs are established for parenteral preparations due to great differences in the dosages used.",C01DA54,"methylpropylpropanediol dinitrate, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01D,VASODILATORS USED IN CARDIAC DISEASES,C01DA,Organic nitrates,"The DDDs for the nitrates are mainly based on the treatment of angina pectoris attacks (3-4 times daily).  The DDDs of preparations for oral and transdermal administration are higher than the DDDs for other routes of administration (e.g. sublingual) due to a lower bioavailability.The DDDs for some preparations are mainly based on prophylaxis, for instance the DDDs of isosorbide dinitrate and glyceryl trinitrate plaster.No DDDs are established for parenteral preparations due to great differences in the dosages used.",C01DA55,"pentaerithrityl tetranitrate, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01D,VASODILATORS USED IN CARDIAC DISEASES,C01DA,Organic nitrates,"The DDDs for the nitrates are mainly based on the treatment of angina pectoris attacks (3-4 times daily).  The DDDs of preparations for oral and transdermal administration are higher than the DDDs for other routes of administration (e.g. sublingual) due to a lower bioavailability.The DDDs for some preparations are mainly based on prophylaxis, for instance the DDDs of isosorbide dinitrate and glyceryl trinitrate plaster.No DDDs are established for parenteral preparations due to great differences in the dosages used.",C01DA57,"propatylnitrate, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01D,VASODILATORS USED IN CARDIAC DISEASES,C01DA,Organic nitrates,"The DDDs for the nitrates are mainly based on the treatment of angina pectoris attacks (3-4 times daily).  The DDDs of preparations for oral and transdermal administration are higher than the DDDs for other routes of administration (e.g. sublingual) due to a lower bioavailability.The DDDs for some preparations are mainly based on prophylaxis, for instance the DDDs of isosorbide dinitrate and glyceryl trinitrate plaster.No DDDs are established for parenteral preparations due to great differences in the dosages used.",C01DA58,"isosorbide dinitrate, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01D,VASODILATORS USED IN CARDIAC DISEASES,C01DA,Organic nitrates,"The DDDs for the nitrates are mainly based on the treatment of angina pectoris attacks (3-4 times daily).  The DDDs of preparations for oral and transdermal administration are higher than the DDDs for other routes of administration (e.g. sublingual) due to a lower bioavailability.The DDDs for some preparations are mainly based on prophylaxis, for instance the DDDs of isosorbide dinitrate and glyceryl trinitrate plaster.No DDDs are established for parenteral preparations due to great differences in the dosages used.",C01DA59,"trolnitrate, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01D,VASODILATORS USED IN CARDIAC DISEASES,C01DA,Organic nitrates,"The DDDs for the nitrates are mainly based on the treatment of angina pectoris attacks (3-4 times daily).  The DDDs of preparations for oral and transdermal administration are higher than the DDDs for other routes of administration (e.g. sublingual) due to a lower bioavailability.The DDDs for some preparations are mainly based on prophylaxis, for instance the DDDs of isosorbide dinitrate and glyceryl trinitrate plaster.No DDDs are established for parenteral preparations due to great differences in the dosages used.",C01DA63,"eritrityl tetranitrate, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01D,VASODILATORS USED IN CARDIAC DISEASES,C01DA,Organic nitrates,"The DDDs for the nitrates are mainly based on the treatment of angina pectoris attacks (3-4 times daily).  The DDDs of preparations for oral and transdermal administration are higher than the DDDs for other routes of administration (e.g. sublingual) due to a lower bioavailability.The DDDs for some preparations are mainly based on prophylaxis, for instance the DDDs of isosorbide dinitrate and glyceryl trinitrate plaster.No DDDs are established for parenteral preparations due to great differences in the dosages used.",C01DA70,organic nitrates in combination with psycholeptics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01D,VASODILATORS USED IN CARDIAC DISEASES,C01DB,Quinolone vasodilators,NA,C01DB01,flosequinan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01D,VASODILATORS USED IN CARDIAC DISEASES,C01DX,Other vasodilators used in cardiac diseases,NA,C01DX01,itramin tosilate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01D,VASODILATORS USED IN CARDIAC DISEASES,C01DX,Other vasodilators used in cardiac diseases,NA,C01DX02,prenylamine,NA,0.12,NA,NA,NA,NA,NA,g,NA,NA,NA,NA,NA
