atc_level_01_code,atc_level_01_name,atc_level_02_code,atc_level_02_name,atc_level_03_code,atc_level_03_name,atc_level_04_code,atc_level_04_name,atc_level_04_note,atc_level_05_code,atc_level_05_name,atc_level_05_note,DDD_chewing_gum,DDD_implant,DDD_inhale,DDD_inhaleaerosol,DDD_inhalepowder,DDD_N,DDD_O,DDD_P,DDD_R,DDD_SL,DDD_TD,unit_chewing_gum,unit_implant,unit_inhale,unit_inhaleaerosol,unit_inhalepowder,unit_N,unit_O,unit_P,unit_R,unit_SL,unit_TD
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AA,Natural opium alkaloids,"The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability. The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD, expressed in UD, should normally not exceed the approved dose recommendations for any of the components.See list of DDDs for combination products, www.whocc.no.",N02AA56,oxycodone and naltrexone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AA,Natural opium alkaloids,"The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability. The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD, expressed in UD, should normally not exceed the approved dose recommendations for any of the components.See list of DDDs for combination products, www.whocc.no.",N02AA58,"dihydrocodeine, combinations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AA,Natural opium alkaloids,"The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability. The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD, expressed in UD, should normally not exceed the approved dose recommendations for any of the components.See list of DDDs for combination products, www.whocc.no.",N02AA59,"codeine, combinations excl. psycholeptics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AA,Natural opium alkaloids,"The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability. The DDDs are based on approved dose recommendations.When establishing DDDs for combination products in the 50-series, all analgesic components are taken into consideration.The DDD, expressed in UD, should normally not exceed the approved dose recommendations for any of the components.See list of DDDs for combination products, www.whocc.no.",N02AA79,"codeine, combinations with psycholeptics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AB,Phenylpiperidine derivatives,The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability. The transdermal DDD for fentanyl is based on the amount delivered per 24 hours.,N02AB01,ketobemidone,NA,NA,NA,NA,NA,NA,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,mg,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AB,Phenylpiperidine derivatives,The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability. The transdermal DDD for fentanyl is based on the amount delivered per 24 hours.,N02AB02,pethidine,NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,g,g,g,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AB,Phenylpiperidine derivatives,The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability. The transdermal DDD for fentanyl is based on the amount delivered per 24 hours.,N02AB03,fentanyl,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,0.6,1.2,NA,NA,NA,NA,NA,mg,NA,NA,NA,mg,mg
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AB,Phenylpiperidine derivatives,The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability. The transdermal DDD for fentanyl is based on the amount delivered per 24 hours.,N02AB52,"pethidine, combinations excl. psycholeptics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AB,Phenylpiperidine derivatives,The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability. The transdermal DDD for fentanyl is based on the amount delivered per 24 hours.,N02AB72,"pethidine, combinations with psycholeptics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AC,Diphenylpropylamine derivatives,The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability. Different DDDs are assigned for different dextropropoxyphene salts based on their different solubility.,N02AC01,dextromoramide,NA,NA,NA,NA,NA,NA,NA,20,20,40,NA,NA,NA,NA,NA,NA,NA,NA,mg,mg,mg,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AC,Diphenylpropylamine derivatives,The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability. Different DDDs are assigned for different dextropropoxyphene salts based on their different solubility.,N02AC03,piritramide,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AC,Diphenylpropylamine derivatives,The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability. Different DDDs are assigned for different dextropropoxyphene salts based on their different solubility.,N02AC04,dextropropoxyphene,chloride,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AC,Diphenylpropylamine derivatives,The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability. Different DDDs are assigned for different dextropropoxyphene salts based on their different solubility.,N02AC04,dextropropoxyphene,napsylate,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AC,Diphenylpropylamine derivatives,The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability. Different DDDs are assigned for different dextropropoxyphene salts based on their different solubility.,N02AC05,bezitramide,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AC,Diphenylpropylamine derivatives,The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability. Different DDDs are assigned for different dextropropoxyphene salts based on their different solubility.,N02AC52,"methadone, combinations excl. psycholeptics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AC,Diphenylpropylamine derivatives,The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability. Different DDDs are assigned for different dextropropoxyphene salts based on their different solubility.,N02AC54,"dextropropoxyphene, combinations excl. psycholeptics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AC,Diphenylpropylamine derivatives,The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability. Different DDDs are assigned for different dextropropoxyphene salts based on their different solubility.,N02AC74,"dextropropoxyphene, combinations with psycholeptics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AD,Benzomorphan derivatives,The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability.,N02AD01,pentazocine,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,g,g,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AD,Benzomorphan derivatives,The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability.,N02AD02,phenazocine,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AD,Benzomorphan derivatives,The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability.,N02AD51,pentazocine and naloxone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AE,Oripavine derivatives,The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability.,N02AE01,buprenorphine,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,1.2,1.2,NA,NA,NA,NA,NA,NA,NA,mg,NA,mg,mg
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AF,Morphinan derivatives,The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability.,N02AF01,butorphanol,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AF,Morphinan derivatives,The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability.,N02AF02,nalbuphine,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AG,Opioids in combination with antispasmodics,The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability. The DDDs in this group are as far as possible equipotent to the DDD for parenteral morphine.,N02AG01,morphine and antispasmodics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AG,Opioids in combination with antispasmodics,The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability. The DDDs in this group are as far as possible equipotent to the DDD for parenteral morphine.,N02AG02,ketobemidone and antispasmodics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AG,Opioids in combination with antispasmodics,The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability. The DDDs in this group are as far as possible equipotent to the DDD for parenteral morphine.,N02AG03,pethidine and antispasmodics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AG,Opioids in combination with antispasmodics,The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability. The DDDs in this group are as far as possible equipotent to the DDD for parenteral morphine.,N02AG04,hydromorphone and antispasmodics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AJ,Opioids in combination with non-opioid analgesics,"The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability. The DDDs are based on approved dose recommendations.When establishing DDDs for combination products all analgesic components are taken into consideration.The DDD, expressed in UD, should normally not exceed the approved dose recommendations for any of the components.See list of DDDs for combination products, www.whocc.no.",N02AJ01,dihydrocodeine and paracetamol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AJ,Opioids in combination with non-opioid analgesics,"The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability. The DDDs are based on approved dose recommendations.When establishing DDDs for combination products all analgesic components are taken into consideration.The DDD, expressed in UD, should normally not exceed the approved dose recommendations for any of the components.See list of DDDs for combination products, www.whocc.no.",N02AJ02,dihydrocodeine and acetylsalicylic acid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AJ,Opioids in combination with non-opioid analgesics,"The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability. The DDDs are based on approved dose recommendations.When establishing DDDs for combination products all analgesic components are taken into consideration.The DDD, expressed in UD, should normally not exceed the approved dose recommendations for any of the components.See list of DDDs for combination products, www.whocc.no.",N02AJ03,dihydrocodeine and other non-opioid analgesics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AJ,Opioids in combination with non-opioid analgesics,"The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability. The DDDs are based on approved dose recommendations.When establishing DDDs for combination products all analgesic components are taken into consideration.The DDD, expressed in UD, should normally not exceed the approved dose recommendations for any of the components.See list of DDDs for combination products, www.whocc.no.",N02AJ06,codeine and paracetamol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AJ,Opioids in combination with non-opioid analgesics,"The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability. The DDDs are based on approved dose recommendations.When establishing DDDs for combination products all analgesic components are taken into consideration.The DDD, expressed in UD, should normally not exceed the approved dose recommendations for any of the components.See list of DDDs for combination products, www.whocc.no.",N02AJ07,codeine and acetylsalicylic acid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AJ,Opioids in combination with non-opioid analgesics,"The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability. The DDDs are based on approved dose recommendations.When establishing DDDs for combination products all analgesic components are taken into consideration.The DDD, expressed in UD, should normally not exceed the approved dose recommendations for any of the components.See list of DDDs for combination products, www.whocc.no.",N02AJ08,codeine and ibuprofen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AJ,Opioids in combination with non-opioid analgesics,"The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability. The DDDs are based on approved dose recommendations.When establishing DDDs for combination products all analgesic components are taken into consideration.The DDD, expressed in UD, should normally not exceed the approved dose recommendations for any of the components.See list of DDDs for combination products, www.whocc.no.",N02AJ09,codeine and other non-opioid analgesics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AJ,Opioids in combination with non-opioid analgesics,"The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability. The DDDs are based on approved dose recommendations.When establishing DDDs for combination products all analgesic components are taken into consideration.The DDD, expressed in UD, should normally not exceed the approved dose recommendations for any of the components.See list of DDDs for combination products, www.whocc.no.",N02AJ13,tramadol and paracetamol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AJ,Opioids in combination with non-opioid analgesics,"The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability. The DDDs are based on approved dose recommendations.When establishing DDDs for combination products all analgesic components are taken into consideration.The DDD, expressed in UD, should normally not exceed the approved dose recommendations for any of the components.See list of DDDs for combination products, www.whocc.no.",N02AJ14,tramadol and dexketoprofen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AJ,Opioids in combination with non-opioid analgesics,"The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability. The DDDs are based on approved dose recommendations.When establishing DDDs for combination products all analgesic components are taken into consideration.The DDD, expressed in UD, should normally not exceed the approved dose recommendations for any of the components.See list of DDDs for combination products, www.whocc.no.",N02AJ15,tramadol and other non-opioid analgesics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AJ,Opioids in combination with non-opioid analgesics,"The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability. The DDDs are based on approved dose recommendations.When establishing DDDs for combination products all analgesic components are taken into consideration.The DDD, expressed in UD, should normally not exceed the approved dose recommendations for any of the components.See list of DDDs for combination products, www.whocc.no.",N02AJ16,tramadol and celecoxib,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AJ,Opioids in combination with non-opioid analgesics,"The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability. The DDDs are based on approved dose recommendations.When establishing DDDs for combination products all analgesic components are taken into consideration.The DDD, expressed in UD, should normally not exceed the approved dose recommendations for any of the components.See list of DDDs for combination products, www.whocc.no.",N02AJ17,oxycodone and paracetamol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AJ,Opioids in combination with non-opioid analgesics,"The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability. The DDDs are based on approved dose recommendations.When establishing DDDs for combination products all analgesic components are taken into consideration.The DDD, expressed in UD, should normally not exceed the approved dose recommendations for any of the components.See list of DDDs for combination products, www.whocc.no.",N02AJ18,oxycodone and acetylsalicylic acid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AJ,Opioids in combination with non-opioid analgesics,"The DDDs in this group are based on the treatment of pain.The DDD for oral morphine is higher than the parenteral DDD because of lower bioavailability. The DDDs are based on approved dose recommendations.When establishing DDDs for combination products all analgesic components are taken into consideration.The DDD, expressed in UD, should normally not exceed the approved dose recommendations for any of the components.See list of DDDs for combination products, www.whocc.no.",N02AJ19,oxycodone and ibuprofen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
